Year,DoY,Hour,ER,Rg,Tair,Tsoil,rH,VPD,Ustar,SWC
2019,91,0.5,1.16305,0,2.57,9.73,73.91,-9999,0.05,0.31
2019,91,1,0.84226,0,2.56,9.39,73.33,-9999,0.03,0.31
2019,91,1.5,1.84811,0,1.88,9.12,76.41,-9999,0.02,0.31
2019,91,2,1.12012,0,1.78,8.83,74.55,-9999,0.03,0.31
2019,91,2.5,1.25492,0,1.84,8.57,68.79,-9999,0.03,0.31
2019,91,3,2.43,0,2.51,8.41,71.94,-9999,0.09,0.31
2019,91,3.5,2.4077,0,2.23,8.37,74.96,-9999,0.08,0.31
2019,91,4,0.77,0,2.28,8.32,72.48,-9999,0.02,0.31
2019,91,4.5,-0.69774,0,2.56,8.27,72.79,-9999,0.03,0.31
2019,91,5,-0.54901,0,2.67,8.25,72.85,-9999,0.03,0.31
2019,91,5.5,,0,3.23,8.22,70.44,-9999,0.05,0.31
2019,91,6,2.43609,0,3.24,8.17,69.72,-9999,0.04,0.31
2019,91,6.5,2.46485,0,2.95,8.11,71.05,-9999,0.11,0.31
2019,91,7,0.9708,0,2.92,8.04,72.94,-9999,0.05,0.31
2019,91,7.5,2.4664,1.58,2.97,7.94,67.66,-9999,0.11,0.30
2019,91,8,2.93,12.98,3.07,7.85,75.18,-9999,0.15,0.30
2019,91,8.5,3.97,35.58,3.32,7.82,67.55,-9999,0.18,0.30
2019,91,9,,91.53,3.79,7.89,64.16,-9999,0.21,0.30
2019,91,9.5,,167.3,4.44,8.13,55.39,0,0.22,0.30
2019,91,10,,326.45,5.76,8.61,52.64,0,0.3,0.30
2019,91,10.5,2.7328,322.6,6.39,9.32,54.13,0.09,0.27,0.31
2019,91,11,2.7824,381.79,7.04,9.95,46.14,0.57,0.31,0.31
2019,91,11.5,2.8724,543.03,8.23,10.66,41.87,2.33,0.31,0.31
2019,91,12,2.8994,600.54,8.59,11.64,43.93,3.21,0.34,0.31
2019,91,12.5,2.9635,675.72,9.45,12.72,39.33,4.11,0.35,0.31
2019,91,13,2.9916,724.18,9.83,13.8,35.36,4.7,0.27,0.31
2019,91,13.5,3.0166,720.11,10.17,14.96,36.21,6.03,0.22,0.31
2019,91,14,3.0511,759.96,10.64,16.12,39.7,6.5,0.19,0.31
2019,91,14.5,3.1058,811.59,11.39,17.17,36.95,7.68,0.39,0.31
2019,91,15,3.147,797.1,11.96,18.29,33.06,8.5,0.23,0.31
2019,91,15.5,3.1779,751.81,12.39,19.28,31.57,8.97,0.16,0.31
2019,91,16,3.2015,693.39,12.72,20.01,34.92,8.87,0.22,0.31
2019,91,16.5,3.2279,622.74,13.09,20.49,30.65,9.02,0.31,0.31
2019,91,17,3.2612,540.76,13.56,20.65,31.6,9.21,0.32,0.31
2019,91,17.5,3.269,447.92,13.67,20.59,31.67,8.54,0.4,0.31
2019,91,18,3.2831,349.05,13.87,20.25,30.93,8.02,0.37,0.31
2019,91,18.5,3.2499,248.91,13.4,19.68,29.26,7.27,0.31,0.31
2019,91,19,3.2364,115.81,13.21,18.9,37.46,6.05,0.25,0.30
2019,91,19.5,,42.39,12.17,17.88,42.54,4.26,0.17,0.30
2019,91,20,,12.58,10.2,16.83,50.81,0.8,0.1,0.30
2019,91,20.5,,0.31,9.03,15.85,49.35,0,0.05,0.30
2019,91,21,1.8789,0,7.6,14.93,63.45,0,0.05,0.30
2019,91,21.5,2.7687,0,6.86,14.13,62.23,0,0.09,0.30
2019,91,22,2.7504,0,6.62,13.43,62.33,0,0.12,0.30
2019,91,22.5,2.7382,0,6.46,12.82,62.47,0,0.16,0.30
2019,91,23,,0,6.45,12.29,58.54,0,0.19,0.30
2019,91,23.5,2.7297,0,6.35,11.83,57.83,0,0.24,0.30
2019,92,0,2.7221,0,6.25,11.42,57.49,0,0.25,0.30
2019,92,0.5,2.699,0,5.95,11.05,61.21,0,0.24,0.30
2019,92,1,2.6744,0,5.63,10.73,61.69,0,0.27,0.30
2019,92,1.5,2.6233,0,4.97,10.42,67.48,-9999,0.27,0.30
2019,92,2,2.5742,0,4.34,10.13,71.92,-9999,0.2,0.30
2019,92,2.5,2.5342,0,3.83,9.84,70.39,-9999,0.14,0.30
2019,92,3,2.5726,0,4.32,9.59,69.31,-9999,0.24,0.30
2019,92,3.5,2.5483,0,4.01,9.36,72.06,-9999,0.2,0.30
2019,92,4,2.5515,0,4.05,9.15,70.63,-9999,0.25,0.30
2019,92,4.5,2.5429,0,3.94,8.96,71.11,-9999,0.25,0.30
2019,92,5,2.54913,0,4.02,8.79,69.28,-9999,0.23,0.30
2019,92,5.5,2.5193,0,3.64,8.62,69.82,-9999,0.22,0.30
2019,92,6,2.5098,0,3.52,8.44,73.82,-9999,0.2,0.30
2019,92,6.5,2.5146,0,3.58,8.28,69.86,-9999,0.22,0.30
2019,92,7,2.5381,0.01,3.88,8.14,71.99,-9999,0.25,0.30
2019,92,7.5,2.52479,5.59,3.71,8.01,72.33,-9999,0.25,0.30
2019,92,8,2.5538,55.34,4.08,7.91,71.41,-9999,0.25,0.30
2019,92,8.5,,149.46,5.49,7.94,66.33,0,0.28,0.30
2019,92,9,2.7908,249.77,7.15,8.28,61.11,0,0.33,0.30
2019,92,9.5,2.9211,350.5,8.88,8.91,57.05,0.05,0.36,0.30
2019,92,10,3.0599,418.93,10.76,9.78,49.76,1.58,0.36,0.30
2019,92,10.5,3.2386,536.23,13.24,10.83,42,4.23,0.37,0.30
2019,92,11,3.3622,615.49,15,12.09,41.73,6.34,0.48,0.30
2019,92,11.5,3.4368,686.14,16.08,13.39,42.2,7.69,0.43,0.30
2019,92,12,3.5388,712.86,17.58,14.73,34.72,9.69,0.39,0.30
2019,92,12.5,3.6362,691.12,19.04,16.03,32.01,11.97,0.48,0.30
2019,92,13,3.6745,735.96,19.62,17.11,31.36,13.2,0.43,0.30
2019,92,13.5,3.7481,872.74,20.75,18.15,30.08,15.92,0.43,0.30
2019,92,14,3.7591,841.94,20.92,19.35,26.49,16.92,0.44,0.30
2019,92,14.5,3.7714,826.54,21.11,20.43,30.96,17.18,0.44,0.30
2019,92,15,3.7752,756.79,21.17,21.37,31.09,16.61,0.44,0.30
2019,92,15.5,3.7797,736.87,21.24,22,29.77,17.1,0.47,0.30
2019,92,16,3.7894,650.36,21.39,22.37,32.38,16.6,0.52,0.30
2019,92,16.5,3.781,620.47,21.26,22.52,32.01,15.84,0.52,0.30
2019,92,17,3.7662,565.22,21.03,22.52,33.43,15.13,0.59,0.30
2019,92,17.5,3.7488,427.99,20.76,22.45,33.6,13.8,0.49,0.30
2019,92,18,3.7423,375,20.66,22.13,31.4,13.11,0.44,0.30
2019,92,18.5,3.7065,235.87,20.11,21.67,34.01,11.22,0.47,0.30
2019,92,19,3.6626,131.07,19.44,20.98,36.41,9.85,0.45,0.30
2019,92,19.5,3.6051,62.36,18.57,20.14,42.24,7.52,0.27,0.30
2019,92,20,,14.94,16.53,19.3,52.91,3.46,0.18,0.30
2019,92,20.5,3.3413,0.32,14.7,18.4,52.2,0.7,0.19,0.30
2019,92,21,3.32036,0,14.4,17.52,50.54,0.83,0.27,0.30
2019,92,21.5,3.30423,0,14.17,16.75,52.4,1.2,0.31,0.30
2019,92,22,3.2371,0,13.22,16.12,53.62,0.03,0.22,0.29
2019,92,22.5,3.2393,0,13.25,15.56,58.23,0.14,0.31,0.29
2019,92,23,3.1865,0,12.51,15.11,56.77,0,0.32,0.29
2019,92,23.5,3.1858,0,12.5,14.74,56.5,0,0.35,0.29
2019,93,0,3.1657,0,12.22,14.4,57.96,0,0.35,0.29
2019,93,0.5,3.1621,0,12.17,14.11,57.38,0,0.4,0.29
2019,93,1,3.18078,0,12.43,13.9,56.23,0,0.41,0.29
2019,93,1.5,3.2022,0,12.73,13.77,55.34,0,0.44,0.29
2019,93,2,3.19009,0,12.56,13.69,58.02,0,0.49,0.29
2019,93,2.5,3.1311,0,11.74,13.6,59.78,0,0.42,0.29
2019,93,3,3.0869,0,11.13,13.42,61.95,0,0.37,0.29
2019,93,3.5,3.0533,0,10.67,13.2,63.55,0,0.32,0.29
2019,93,4,3.013,0,10.12,12.95,66.22,0,0.3,0.29
2019,93,4.5,2.9575,0,9.37,12.68,67.58,0,0.25,0.29
2019,93,5,2.9241,0,8.92,12.4,71.58,0,0.23,0.29
2019,93,5.5,2.8837,0,8.38,12.14,74.12,-9999,0.18,0.29
2019,93,6,2.8521,0,7.96,11.89,73.81,-9999,0.19,0.29
2019,93,6.5,2.8664,0,8.15,11.66,71.38,-9999,0.3,0.29
2019,93,7,2.90688,0,8.69,11.49,69.61,-9999,0.36,0.29
2019,93,7.5,2.9151,3.38,8.8,11.36,67.95,0,0.35,0.29
2019,93,8,2.959,34.55,9.39,11.3,66.8,0,0.44,0.29
2019,93,8.5,3.0108,110.1,10.09,11.36,65.07,0,0.41,0.29
2019,93,9,3.0423,145.74,10.52,11.63,65.1,0,0.39,0.29
2019,93,9.5,3.1304,384.51,11.73,12.12,59.48,0,0.48,0.29
2019,93,10,3.2065,331.34,12.79,12.89,59.85,0.5,0.53,0.29
2019,93,10.5,3.3084,460.6,14.23,13.68,52.06,2.44,0.61,0.29
2019,93,11,3.3775,521.29,15.22,14.55,49.89,4.04,0.65,0.29
2019,93,11.5,3.4038,396.74,15.6,15.31,49.66,3.63,0.6,0.29
2019,93,12,3.4785,558.42,16.69,15.87,49.52,4.52,0.63,0.29
2019,93,12.5,3.563,854.62,17.94,16.74,49.42,7.32,0.63,0.29
2019,93,13,3.5917,804.8,18.37,18.06,47.93,7.37,0.65,0.29
2019,93,13.5,3.6329,735.51,18.99,19.14,49.01,7.36,0.67,0.29
2019,93,14,3.658,831.07,19.37,19.93,47.99,8.45,0.71,0.29
2019,93,14.5,3.6639,764.95,19.46,20.65,46.1,8.61,0.71,0.29
2019,93,15,3.6928,793.48,19.9,21.25,46.84,9.61,0.69,0.29
2019,93,15.5,3.6731,552.54,19.6,21.77,45.86,7.89,0.67,0.29
2019,93,16,3.5964,248.51,18.44,21.74,54.8,4.7,0.63,0.29
2019,93,16.5,3.5219,145.7,17.33,21.09,56.97,2.23,0.63,0.29
2019,93,17,3.4703,88,16.57,20.2,58.06,1.26,0.5,0.29
2019,93,17.5,3.4492,52.67,16.26,19.42,59.99,0.6,0.4,0.29
2019,93,18,3.4389,45.79,16.11,18.79,60.39,0.12,0.41,0.29
2019,93,18.5,3.4313,37.14,16,18.28,63.14,0,0.4,0.29
2019,93,19,3.4203,30.58,15.84,17.87,64.56,0,0.4,0.29
2019,93,19.5,3.38927,11.46,15.39,17.52,70.11,0,0.53,0.29
2019,93,20,3.34551,4.79,14.76,17.18,72.35,0,0.52,0.29
2019,93,20.5,,0.03,14.29,16.86,74.04,0,0.32,0.29
2019,93,21,3.3119,0,14.28,16.53,73.74,0,0.32,0.29
2019,93,21.5,3.3028,0,14.15,16.22,71.91,0,0.36,0.29
2019,93,22,3.3,0,14.11,15.94,73.81,0,0.38,0.29
2019,93,22.5,3.30423,0,14.17,15.71,71.88,0,0.35,0.29
2019,93,23,3.33993,0,14.68,15.54,72.28,0,0.34,0.29
2019,93,23.5,,0,14.05,15.45,76.31,8.14,0.28,0.29
2019,94,0,,0,13.54,15.32,89.4,-9999,0.28,0.29
2019,94,0.5,,0,12.75,15.15,93.8,-9999,0.34,0.29
2019,94,1,,0.01,11.32,14.83,92.2,-9999,0.79,0.36
2019,94,1.5,3.098,0,11.28,14.34,95,-9999,0.38,0.39
2019,94,2,,0,11.28,14.19,93.8,8.68,0.38,0.37
2019,94,2.5,,0,11.25,14.12,94.4,0,0.26,0.36
2019,94,3,3.0665,0,10.85,14.03,94.6,-9999,0.31,0.35
2019,94,3.5,3.0416,0,10.51,13.86,94.2,-9999,0.36,0.35
2019,94,4,,0,10.53,13.67,94.9,-9999,1.06,0.35
2019,94,4.5,3.0614,0,10.78,13.55,93.9,-9999,0.62,0.35
2019,94,5,3.0526,0,10.66,13.47,93.9,-9999,0.19,0.35
2019,94,5.5,3.0672,0,10.86,13.39,91.5,-9999,0.11,0.34
2019,94,6,3.1101,0,11.45,13.39,91.8,-9999,0.18,0.34
2019,94,6.5,3.0883,0,11.15,13.44,93.1,-9999,0.13,0.34
2019,94,7,3.0745,0,10.96,13.4,94.6,-9999,0.09,0.34
2019,94,7.5,,1.78,11.04,13.4,94.2,-9999,0.18,0.34
2019,94,8,3.07244,5.9,10.94,13.4,95.2,-9999,0.27,0.34
2019,94,8.5,3.0835,12.55,11.1,13.43,94.7,-9999,0.21,0.34
2019,94,9,3.09307,42.89,11.24,13.49,94.9,-9999,0.21,0.34
2019,94,9.5,3.1084,66.39,11.46,13.62,94.3,-9999,0.23,0.34
2019,94,10,,179.62,11.99,13.87,92.9,-9999,0.17,0.34
2019,94,10.5,3.2722,529.89,13.77,14.51,82,0,0.21,0.34
2019,94,11,3.3632,621.83,15.08,15.75,82.3,0,0.13,0.34
2019,94,11.5,3.4095,456.97,15.76,17.17,84.9,0,0.21,0.34
2019,94,12,3.4321,569.29,16.1,18.19,76.92,0,0.22,0.34
2019,94,12.5,3.5049,595.56,17.18,19.1,74.99,2.39,0.25,0.34
2019,94,13,3.5479,566.12,17.83,20.06,74.82,5.18,0.19,0.34
2019,94,13.5,3.584,712.86,18.38,20.7,70.18,6.02,0.25,0.34
2019,94,14,3.6118,854.17,18.81,21.48,67.37,9.93,0.27,0.34
2019,94,14.5,3.6388,847.37,19.23,22.38,66.08,10.26,0.28,0.34
2019,94,15,3.663,831.07,19.61,23.21,58.63,12.4,0.32,0.33
2019,94,15.5,3.6747,700.18,19.8,23.87,58.73,10.33,0.32,0.33
2019,94,16,3.6773,499.55,19.85,24.01,65.47,9.67,0.31,0.33
2019,94,16.5,3.6837,518.12,19.96,23.88,64.45,9.08,0.27,0.33
2019,94,17,3.7031,504.53,20.27,23.77,57.71,11.35,0.27,0.33
2019,94,17.5,3.7057,421.65,20.32,23.79,61.61,9.76,0.29,0.33
2019,94,18,3.7159,386.78,20.49,23.64,58.26,9.04,0.29,0.33
2019,94,18.5,3.7074,263.9,20.37,23.36,60.02,9.37,0.2,0.33
2019,94,19,3.6873,111.32,20.07,22.85,70.35,8.19,0.22,0.33
2019,94,19.5,3.5888,45.15,18.58,22.1,77.6,1.5,0.17,0.33
2019,94,20,3.47706,15.16,16.92,21.26,84.5,0,0.14,0.33
2019,94,20.5,3.3679,0.47,15.33,20.44,87.2,0,0.1,0.33
2019,94,21,3.31881,0,14.63,19.67,88.1,-9999,0.12,0.33
2019,94,21.5,2.0621,0,13.88,18.99,90.1,-9999,0.04,0.33
2019,94,22,4.82,0,13.36,18.39,91,-9999,0.08,0.33
2019,94,22.5,,0,12.58,17.87,93.7,-9999,0.09,0.33
2019,94,23,2.53132,0,12.06,17.39,95.1,-9999,0.06,0.33
2019,94,23.5,3.1366,0,12.09,16.94,93.6,-9999,0.1,0.33
2019,95,0,-6.34349,0,12.01,16.53,91.1,-9999,0.06,0.33
2019,95,0.5,,0,11.52,16.15,93.3,-9999,0.09,0.33
2019,95,1,-10.7517,0,10.93,15.8,94.4,0,0.03,0.33
2019,95,1.5,3.71803,0,11.23,15.46,92,-9999,0.03,0.32
2019,95,2,,0,10.98,15.17,94.8,-9999,0.27,0.32
2019,95,2.5,,0,10.33,14.91,95.8,0,0.13,0.32
2019,95,3,3.0568,0,11.04,14.66,94.4,-9999,0.11,0.32
2019,95,3.5,3.03668,0,10.77,14.45,94.4,-9999,0.09,0.32
2019,95,4,6.53584,0,10.3,14.26,96.2,-9999,0.07,0.32
2019,95,4.5,3.8438,0,10.42,14.06,96.7,0,0.06,0.32
2019,95,5,,0,11.24,13.86,94.6,-9999,0.13,0.32
2019,95,5.5,5.79,0,10.52,13.72,95.8,-9999,0.13,0.32
2019,95,6,,0,10.21,13.57,96.5,-9999,0.1,0.32
2019,95,6.5,,0,9.93,13.41,96.5,-9999,0.17,0.32
2019,95,7,,0.06,9.48,13.26,97.1,-9999,0.14,0.32
2019,95,7.5,,8.49,8.93,13.1,97.8,-9999,0.17,0.32
2019,95,8,15.81,74.32,9.44,13,97.8,-9999,0.1,0.32
2019,95,8.5,3.027,203.4,10.72,13.17,97.7,-9999,0.12,0.33
2019,95,9,,157.74,12.1,13.67,94.4,0,0.18,0.33
2019,95,9.5,,204.26,12.84,14.2,91.6,0,0.19,0.33
2019,95,10,3.2386,269.75,13.72,14.72,90.2,0,0.22,0.33
2019,95,10.5,3.3274,468.3,15.01,15.44,88.3,0,0.25,0.33
2019,95,11,3.4289,605.53,16.51,16.5,86,0,0.31,0.33
2019,95,11.5,3.5451,673.46,18.26,17.73,71.23,2.35,0.33,0.33
2019,95,12,3.614,654.44,19.32,18.91,68.32,4.79,0.37,0.33
2019,95,12.5,3.6515,710.6,19.91,19.83,66.52,6.24,0.38,0.33
2019,95,13,3.6663,751.81,20.15,20.57,57.85,7.06,0.34,0.32
2019,95,13.5,3.7124,765.4,20.88,21.28,62.52,8.74,0.39,0.32
2019,95,14,3.7283,731.88,21.14,21.98,58.43,9.09,0.36,0.32
2019,95,14.5,3.7548,709.24,21.57,22.56,62.25,9.98,0.4,0.32
2019,95,15,3.7843,771.29,22.05,22.97,51.04,10.83,0.35,0.32
2019,95,15.5,3.8149,634.96,22.55,23.36,55.99,12.72,0.44,0.32
2019,95,16,3.796,465.13,22.26,23.46,53.51,9.02,0.36,0.32
2019,95,16.5,3.794,409.42,22.24,23.13,53.75,8.9,0.36,0.32
2019,95,17,3.7895,353.44,22.18,22.9,54.33,8.74,0.31,0.32
2019,95,17.5,3.8138,424.82,22.58,22.69,50.6,10.24,0.28,0.32
2019,95,18,3.7893,275.63,22.2,22.62,52.5,9.65,0.31,0.32
2019,95,18.5,3.7885,268.07,22.2,22.37,56.43,9.57,0.27,0.32
2019,95,19,3.7412,112.95,21.46,21.99,58.63,6.05,0.21,0.32
2019,95,19.5,3.6793,54.48,20.5,21.44,68.52,3.36,0.17,0.32
2019,95,20,3.6071,15.63,19.39,20.82,68.15,0.69,0.15,0.32
2019,95,20.5,3.562,0.45,18.71,20.16,63.44,0.72,0.18,0.32
2019,95,21,3.49746,0,17.74,19.47,69.61,0.57,0.21,0.32
2019,95,21.5,3.41536,0,16.52,18.86,70.42,0,0.19,0.32
2019,95,22,3.412,0,16.48,18.33,69.77,0,0.21,0.32
2019,95,22.5,3.4254,0,16.69,17.87,67.1,0,0.23,0.32
2019,95,23,3.43345,0,16.82,17.48,68.93,0.02,0.29,0.32
2019,95,23.5,3.40862,0,16.46,17.17,70.32,0,0.27,0.32
2019,96,0,3.39111,0,16.21,16.95,77.12,0,0.29,0.32
2019,96,0.5,3.31443,0,15.09,16.75,79.53,0,0.24,0.32
2019,96,1,3.2925,0,14.78,16.6,80.4,0,0.24,0.31
2019,96,1.5,3.2823,0,14.64,16.46,85,0,0.22,0.31
2019,96,2,3.2278,0,13.86,16.33,88.5,0,0.12,0.31
2019,96,2.5,,0,13.21,16.16,89.2,-9999,0.11,0.31
2019,96,3,3.2029,0,13.52,15.97,88.7,0,0.13,0.31
2019,96,3.5,,0,14.05,15.85,89.5,0,0.17,0.31
2019,96,4,3.2349,0,14,15.82,88.7,0,0.18,0.31
2019,96,4.5,3.2336,0,13.99,15.79,90.1,0,0.17,0.31
2019,96,5,3.2433,0,14.14,15.75,89.3,0,0.23,0.31
2019,96,5.5,3.2509,0,14.26,15.73,89.5,0,0.24,0.31
2019,96,6,3.2778,0,14.66,15.74,89.9,0,0.23,0.31
2019,96,6.5,3.2785,0,14.68,15.78,90.8,0,0.25,0.31
2019,96,7,3.27579,0.01,14.65,15.82,92,0,0.25,0.32
2019,96,7.5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,96,8,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,96,8.5,,53.26,14.52,14.42,94.9,-9999,-9999,0.30
2019,96,9,3.2869,83.2,14.85,16.02,97.5,0,0.27,0.31
2019,96,9.5,3.3175,64.36,15.31,16.36,96.4,0,0.38,0.31
2019,96,10,3.346,60.33,15.74,16.6,93.2,0,0.46,0.32
2019,96,10.5,3.3601,53.17,15.96,16.76,93.9,0,0.43,0.32
2019,96,11,,39.99,15.83,16.85,95.2,0,0.41,0.32
2019,96,11.5,,19.12,15.7,16.9,95.7,-9999,0.42,0.32
2019,96,12,,76.04,15.45,16.92,92.5,-9999,1.04,0.32
2019,96,12.5,,283.74,15.86,17.09,90.1,0,0.42,0.32
2019,96,13,3.4568,635.87,17.46,17.67,68.52,0,0.34,0.33
2019,96,13.5,3.5788,861.41,19.34,18.87,70.11,2.86,0.4,0.33
2019,96,14,3.6358,878.17,20.24,20.21,56.73,4.44,0.49,0.33
2019,96,14.5,3.6414,474.18,20.34,21.14,67.43,4.57,0.5,0.33
2019,96,15,3.6381,572.46,20.3,21.44,67.33,3.93,0.38,0.33
2019,96,15.5,3.6087,274.32,19.85,21.66,69.4,0.94,0.31,0.33
2019,96,16,3.5906,238.41,19.58,21.38,73.87,0,0.35,0.33
2019,96,16.5,,279.66,19.14,21.14,73.9,2.79,0.24,0.33
2019,96,17,8.58,457.43,19.56,21.24,67.57,2.34,0.19,0.33
2019,96,17.5,3.6605,485.51,20.71,21.83,61.61,5.68,0.17,0.33
2019,96,18,3.6261,277.85,20.18,22.4,71.6,1.92,0.33,0.33
2019,96,18.5,3.6362,268.07,20.35,22.37,70.69,2.5,0.24,0.33
2019,96,19,,91.08,20.39,22.1,70.86,1.56,0.27,0.32
2019,96,19.5,3.6055,54.71,19.89,21.48,73.8,0.16,0.27,0.32
2019,96,20,3.52035,19.36,18.58,20.83,79.83,0,0.21,0.32
2019,96,20.5,3.4497,0.75,17.51,20.18,82.1,0,0.15,0.32
2019,96,21,4.02,0,16.88,19.55,81.8,0,0.18,0.32
2019,96,21.5,3.84,0,16.85,19.03,84,0,0.24,0.32
2019,96,22,,0,16.51,18.6,83.3,0,0.26,0.32
2019,96,22.5,3.79,0,16.38,18.25,84.7,0,0.3,0.32
2019,96,23,4.15,0,16.51,17.98,87.3,0,0.36,0.32
2019,96,23.5,3.37,0,16.27,17.78,89.2,-9999,0.32,0.32
2019,97,0,3.37,0,16.06,17.6,89.9,-9999,0.34,0.32
2019,97,0.5,3.68,0,15.87,17.44,92.1,-9999,0.37,0.32
2019,97,1,3.35,0,15.67,17.29,93.5,-9999,0.35,0.32
2019,97,1.5,3.44,0,15.29,17.14,95.1,-9999,0.28,0.32
2019,97,2,3.28757,0,15.19,16.98,95.2,-9999,0.29,0.32
2019,97,2.5,3.89,0,15.12,16.83,95.1,-9999,0.31,0.32
2019,97,3,3.97,0,14.95,16.7,96.1,-9999,0.29,0.32
2019,97,3.5,3.76,0,14.78,16.56,95.4,-9999,0.26,0.32
2019,97,4,,0,14.57,16.43,95.3,-9999,0.2,0.32
2019,97,4.5,3.215,0,14.17,16.27,95.7,-9999,0.23,0.32
2019,97,5,5.15,0,14.35,16.12,95.4,-9999,0.25,0.32
2019,97,5.5,,0,14.25,15.99,96.5,-9999,0.24,0.32
2019,97,6,3.2267,0,14.37,15.89,97.7,-9999,0.26,0.32
2019,97,6.5,3.2437,0,14.63,15.93,97.9,-9999,0.27,0.32
2019,97,7,3.43,0.04,14.57,16.08,98.2,-9999,0.27,0.32
2019,97,7.5,5.79,4.29,14.5,16.2,98.4,-9999,0.36,0.32
2019,97,8,3.2404,24.34,14.61,16.31,98.4,-9999,0.31,0.32
2019,97,8.5,3.2418,51.27,14.64,16.46,98.6,-9999,0.32,0.32
2019,97,9,3.252,82.43,14.8,16.66,98.3,-9999,0.19,0.32
2019,97,9.5,3.2594,142.03,14.92,16.97,98.1,-9999,0.17,0.32
2019,97,10,3.2878,214.36,15.35,17.46,97.7,0,0.18,0.32
2019,97,10.5,3.3213,255.03,15.86,18.08,94.7,0,0.15,0.32
2019,97,11,3.3671,298.55,16.56,18.79,90.6,0,0.16,0.32
2019,97,11.5,3.4296,491.85,17.52,19.52,83.6,0,0.3,0.32
2019,97,12,3.4991,576.99,18.6,20.56,80.3,0.91,0.28,0.32
2019,97,12.5,3.5777,726,19.84,21.79,72.62,3.16,0.23,0.32
2019,97,13,3.5928,558.42,20.09,22.98,79.02,2.49,0.25,0.32
2019,97,13.5,3.5852,693.39,19.98,23.54,79.12,1.59,0.29,0.32
2019,97,14,3.624,801.18,20.6,24.29,73.94,5.33,0.25,0.32
2019,97,14.5,3.6573,712.86,21.15,25.3,72.48,5.78,0.19,0.32
2019,97,15,3.6994,633.61,21.84,25.92,66.66,6.22,0.21,0.32
2019,97,15.5,3.7485,537.59,22.65,26.29,64.45,10.01,0.31,0.32
2019,97,16,3.7624,480.53,22.89,26.21,65.17,9.26,0.27,0.32
2019,97,16.5,3.7811,434.33,23.21,25.94,60.49,9.06,0.29,0.32
2019,97,17,3.773,365.04,23.09,25.6,61.98,8.13,0.28,0.32
2019,97,17.5,3.7674,318.61,23.01,25.23,59.17,7.22,0.31,0.32
2019,97,18,3.7392,218.39,22.56,24.77,59.64,6.72,0.3,0.32
2019,97,18.5,3.7003,139.49,21.94,24.11,63.91,4.35,0.21,0.32
2019,97,19,3.6606,84.96,21.31,23.45,68.35,1.88,0.17,0.32
2019,97,19.5,,32.02,20.42,22.88,73.13,0,0.11,0.32
2019,97,20,3.5447,8.78,19.49,22.29,76.04,0,0.11,0.32
2019,97,20.5,,0.55,18.36,21.68,77.53,0,0.09,0.32
2019,97,21,5.22,0,17.66,21.12,73.8,0,0.05,0.32
2019,97,21.5,,0,17.67,20.63,72.31,0,0.04,0.32
2019,97,22,3.4131,0,17.49,20.2,74.99,0,0.08,0.32
2019,97,22.5,9.67,0,16.7,19.81,74.28,0,0.05,0.32
2019,97,23,,0,16.49,19.43,74.92,0,0.07,0.32
2019,97,23.5,3.9,0,16.37,19.07,76.28,0,0.1,0.32
2019,98,0,,0,14.82,18.72,86.8,-9999,0.21,0.32
2019,98,0.5,1.78814,0,13.91,18.36,86.2,-9999,0.02,0.32
2019,98,1,,0,13.82,17.99,84.8,-9999,0.02,0.32
2019,98,1.5,3.68,-9999,-9999,-9999,-9999,-9999,0.1,#N/A
2019,98,2,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,2.5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,3,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,3.5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,4,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,4.5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,5.5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,6,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,6.5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,7,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,7.5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2019,98,8,,89.13,9.82,13.5,91,-9999,-9999,0.30
2019,98,8.5,,180.39,11.31,14.31,88.1,0,0.13,0.31
2019,98,9,,302.9,13.53,14.74,77.8,0,0.17,0.31
2019,98,9.5,3.2646,360.01,15.47,15.54,73.16,1.05,0.18,0.31
2019,98,10,3.3477,500,16.74,16.51,69.78,2.03,0.23,0.32
2019,98,10.5,3.4571,587.86,18.44,17.61,59.72,4.98,0.22,0.32
2019,98,11,3.5427,666.67,19.8,18.83,51.48,11.52,0.26,0.32
2019,98,11.5,3.6058,736.41,20.82,20.09,52.53,13.33,0.3,0.32
2019,98,12,3.644,791.67,21.45,21.13,43.32,15.47,0.29,0.32
