Year,DoY,Hour,ER,Rg,Tair,Tsoil,rH,VPD,Ustar,SWC
2020,5,20.5,0.69764,0,3.72,6.39,72.66,0,0.08,#N/A
2020,5,21,,0,3.39,6.27,64.54,0.23,0.03,#N/A
2020,5,21.5,-0.01162,0,3.3,6.16,65.29,0.48,0.02,#N/A
2020,5,22,0.70482,0,4.1,6.06,66.08,0,0.1,#N/A
2020,5,22.5,1.14,0,2.19,5.95,72.15,0,0.1,#N/A
2020,5,23,,0,1.41,5.85,75.19,0,0.02,#N/A
2020,5,23.5,0.36598,0,0.66,5.75,74.79,0,0.04,#N/A
2020,6,0,0.280591,0,0.83,5.67,78,0,0.04,#N/A
2020,6,0.5,0.16395,0,-0.28,5.59,80.6,0,0.03,#N/A
2020,6,1,,0,-0.93,5.49,83.9,0,0.01,#N/A
2020,6,1.5,,0,-0.94,5.4,81.6,0,0.03,#N/A
2020,6,2,0.45288,0,-0.72,5.32,78.42,0,0.02,#N/A
2020,6,2.5,,0,-1.36,5.25,82.5,0,0.03,#N/A
2020,6,3,,0,-1.53,5.15,82.6,0,0.05,#N/A
2020,6,3.5,,0,-1.92,5.07,84.9,0,0.03,#N/A
2020,6,4,-0.06095,0,-1.85,4.99,81,0,0.01,#N/A
2020,6,4.5,0.122331,0,-1.59,4.91,81.4,0,0.02,#N/A
2020,6,5,0.09072,0,-1.75,4.85,80.7,0,0.03,#N/A
2020,6,5.5,0.57304,0,-1.66,4.77,81.9,0,0.08,#N/A
2020,6,6,-0.056,0,-1.05,4.7,74.82,0,0.03,#N/A
2020,6,6.5,0.9,0,-1.25,4.65,82.3,0,0.08,#N/A
2020,6,7,0.13755,0,-1.84,4.57,82.5,0,0.03,#N/A
2020,6,7.5,-0.68323,0.15,-2,4.52,81.1,0,0.02,#N/A
2020,6,8,0.66054,8.63,-2.91,4.45,85.5,0,0.05,#N/A
2020,6,8.5,0.73,51.86,-2.35,4.41,82.1,0.64,0.01,#N/A
2020,6,9,1.01,129.89,-0.57,4.4,81.6,2.33,0.1,#N/A
2020,6,9.5,,210.46,1.57,4.44,76.38,3.09,0.15,#N/A
2020,6,10,0.68223,289.67,3.44,4.51,64.74,3.68,0.18,#N/A
2020,6,10.5,0.7253,362.18,5.48,4.57,51.39,5.69,0.16,#N/A
2020,6,11,0.769646,423.46,7.63,4.68,47.56,7.86,0.12,#N/A
2020,6,11.5,0.7956,472.83,8.92,4.83,43.52,11.82,0.23,#N/A
2020,6,12,0.8174,508.61,10.02,4.98,42.02,13.9,0.25,#N/A
2020,6,12.5,0.8252,528.53,10.43,5.16,43.32,11.51,0.29,#N/A
2020,6,13,0.8363,533.51,11.01,5.31,39.8,11.13,0.34,#N/A
2020,6,13.5,0.8542,525.82,11.94,5.47,38.6,11.5,0.38,#N/A
2020,6,14,0.8607,496.83,12.3,5.62,37.75,11.67,0.44,#N/A
2020,6,14.5,0.8661,463.77,12.6,5.75,36.21,11.74,0.48,#N/A
2020,6,15,0.8678,413.5,12.71,5.88,34.31,11.94,0.5,#N/A
2020,6,15.5,0.8641,349.32,12.54,6,34.71,11.68,0.51,#N/A
2020,6,16,0.85939,274.28,12.32,6.09,34.44,10.43,0.59,#N/A
2020,6,16.5,0.85584,192.35,12.16,6.16,34.62,9.78,0.48,#N/A
2020,6,17,0.83839,110.55,11.29,6.22,34.52,9.16,0.4,#N/A
2020,6,17.5,0.812164,34.72,9.86,6.24,36.46,7.33,0.34,#N/A
2020,6,18,0.76854,2.82,7.61,6.21,43.29,3.9,0.1,#N/A
2020,6,18.5,0.185061,0,5.76,6.08,50.33,2.29,0.03,#N/A
2020,6,19,0.0437292,0,4.61,5.94,54.81,1.53,0.03,#N/A
2020,6,19.5,0.293418,0,3.83,5.82,51.06,1.06,0.05,#N/A
2020,6,20,0.69166,0,3.61,5.72,50.92,1.38,0.08,#N/A
2020,6,20.5,0.68931,0,3.42,5.63,48.87,1.72,0.11,#N/A
2020,6,21,0.69738,0,3.71,5.54,49.9,2.19,0.11,#N/A
2020,6,21.5,0.66871,0,2.32,5.46,58.87,1.47,0.1,#N/A
2020,6,22,0.353627,0,1.61,5.36,58.19,0.73,0.06,#N/A
2020,6,22.5,0.65768,0,1.67,5.27,61.88,0.85,0.13,#N/A
2020,6,23,0.64615,0,1.08,5.21,63.86,0.77,0.14,#N/A
2020,6,23.5,0.64958,0,1.16,5.15,61.98,0.7,0.14,#N/A
2020,7,0,0.67,0,1.03,5.09,64.3,0.94,0.17,#N/A
2020,7,0.5,0.63927,0,0.56,5.04,63.65,0.62,0.15,#N/A
2020,7,1,0.63404,0,0.26,4.95,65.88,0.26,0.1,#N/A
2020,7,1.5,0.62097,0,-0.38,4.89,68.41,0.31,0.12,#N/A
2020,7,2,0.627804,0,-0.15,4.83,61.08,0.35,0.14,#N/A
2020,7,2.5,0.64201,0,0.4,4.8,62.03,0.92,0.19,#N/A
2020,7,3,0.63346,0,-0.04,4.76,62.71,0.74,0.15,#N/A
2020,7,3.5,0.62368,0,-0.53,4.71,66.43,0.69,0.14,#N/A
2020,7,4,0.611002,0,-1.14,4.66,65.62,0.42,0.15,#N/A
2020,7,4.5,0.63,0,-0.73,4.62,62.14,0.54,0.15,#N/A
2020,7,5,0.60861,0,-1.37,4.6,70.84,0.33,0.1,#N/A
2020,7,5.5,0.58386,0,-2.48,4.53,73.06,0,0.07,#N/A
2020,7,6,1.13,0,-2.65,4.46,72.25,0,0.14,#N/A
2020,7,6.5,0.71,0,-1.97,4.41,69.25,0.09,0.14,#N/A
2020,7,7,0.71,0,-1.31,4.39,66.34,0.26,0.11,#N/A
2020,7,7.5,,0.15,-1.84,4.34,66.44,0,0.03,#N/A
2020,7,8,0.5989,8.92,-2.15,4.24,77.65,0,0.1,#N/A
2020,7,8.5,,53.26,-2.88,4.18,77.58,1.41,0.1,#N/A
2020,7,9,,131.7,0.19,4.17,64.97,2.79,0.16,#N/A
2020,7,9.5,0.73443,212.32,3.39,4.24,56.32,4.93,0.19,#N/A
2020,7,10,0.795379,290.31,5.97,4.33,48.9,5.82,0.24,#N/A
2020,7,10.5,0.84535,365.94,8.11,4.42,38.08,8.49,0.31,#N/A
2020,7,11,0.8853,428.44,9.83,4.52,35.41,9.61,0.31,#N/A
2020,7,11.5,0.926,478.26,11.61,4.65,31.65,12.52,0.36,#N/A
2020,7,12,0.9646,514.95,13.32,4.8,20.63,14.11,0.48,#N/A
2020,7,12.5,0.9813,536.23,14,4.95,20.39,15.44,0.48,#N/A
2020,7,13,0.9988,541.67,14.73,5.09,18.35,15.95,0.51,#N/A
2020,7,13.5,1.0106,532.61,15.18,5.26,20.46,16.59,0.52,#N/A
2020,7,14,1.0273,507.7,15.87,5.41,20.19,17.61,0.49,#N/A
2020,7,14.5,1.0414,468.75,16.44,5.58,19.67,17.94,0.57,#N/A
2020,7,15,1.0447,416.21,16.48,5.73,20.22,17.14,0.58,#N/A
2020,7,15.5,1.0424,351.95,16.25,5.87,21.62,16.6,0.55,#N/A
2020,7,16,1.04231,277.13,16.13,5.98,23.15,15.47,0.52,#N/A
2020,7,16.5,1.03743,195.38,15.78,6.11,25.85,15.39,0.45,#N/A
2020,7,17,1.01917,112.27,14.8,6.2,28.95,14.19,0.3,#N/A
2020,7,17.5,,36.08,12.64,6.24,36.49,10.18,0.15,#N/A
2020,7,18,,3.14,8.7,6.21,47.82,5.51,0.12,#N/A
2020,7,18.5,1.13,0,6.77,6.14,44.39,6.14,0.28,#N/A
2020,7,19,1.13,0,6.61,6.08,46.47,5.99,0.3,#N/A
2020,7,19.5,0.8325,0,6.01,6,47.95,5.46,0.27,#N/A
2020,7,20,0.81794,0,5.32,5.93,53.07,4.15,0.19,#N/A
2020,7,20.5,0.87,0,4.44,5.85,55.97,3.49,0.18,#N/A
2020,7,21,0.96,0,5.04,5.77,51.84,3.87,0.24,#N/A
2020,7,21.5,0.79329,0,4.07,5.72,60.68,3.28,0.18,#N/A
2020,7,22,0.82,0,4.14,5.66,59.25,3.43,0.23,#N/A
2020,7,22.5,0.8166,0,4.88,5.63,52.83,2.97,0.21,#N/A
2020,7,23,0.80138,0,4.18,5.63,54.98,1.9,0.17,#N/A
2020,7,23.5,,0,2.87,5.58,61.3,1.67,0.2,#N/A
2020,8,0,1.16,0,2.69,5.54,62.42,1.88,0.23,#N/A
2020,8,0.5,1.15,0,2.47,5.52,61.47,2.47,0.26,#N/A
2020,8,1,0.84,0,2.33,5.5,59.49,2.87,0.3,#N/A
2020,8,1.5,0.77376,0,2.71,5.48,59.08,2.99,0.29,#N/A
2020,8,2,0.772969,0,2.61,5.44,64.74,2.03,0.21,#N/A
2020,8,2.5,0.74351,0,1.38,5.38,64.95,2.08,0.23,#N/A
2020,8,3,1.39,0,1.42,5.31,62.59,1.95,0.25,#N/A
2020,8,3.5,0.770511,0,2.31,5.29,63.31,2.49,0.31,#N/A
2020,8,4,0.737659,0,0.96,5.27,67,1.59,0.27,#N/A
2020,8,4.5,0.85,0,-0.02,5.23,66.59,1.6,0.28,#N/A
2020,8,5,,0,1.56,5.19,59.39,-9999,-9999,#N/A
2020,8,5.5,,0,1.21,5.19,65.33,-9999,-9999,#N/A
2020,8,6,,0,0.32,5.12,64.88,-9999,-9999,#N/A
2020,8,6.5,,0,0.77,5.07,63.52,-9999,-9999,#N/A
2020,8,7,,0,0.64,5.05,65.46,-9999,-9999,#N/A
2020,8,7.5,,0.14,0.39,5.02,65.26,-9999,-9999,#N/A
2020,8,8,,9.5,0.21,4.98,65.39,-9999,-9999,#N/A
2020,8,8.5,0.74387,51.27,0.64,4.94,61.3,1.05,0.3,#N/A
2020,8,9,,132.2,2.53,4.92,55.43,2.25,0.34,#N/A
2020,8,9.5,0.84209,209.6,4.29,4.94,48.26,3.6,0.39,#N/A
2020,8,10,0.90128,273.14,6.55,4.97,39.51,5.24,0.47,#N/A
2020,8,10.5,0.95966,315.44,8.82,5,34.02,6.91,0.56,#N/A
2020,8,11,1.0099,402.17,10.8,5.05,28.93,8.77,0.67,#N/A
2020,8,11.5,1.0575,472.37,12.7,5.13,26.64,11.38,0.74,#N/A
2020,8,12,1.0881,499.55,13.91,5.24,28.44,12.16,0.81,#N/A
2020,8,12.5,1.1044,437.95,14.51,5.37,29.4,12.24,0.82,#N/A
2020,8,13,1.0951,437.95,14.01,5.51,29.53,11.87,0.86,#N/A
2020,8,13.5,1.1254,424.82,15.21,5.65,27.83,12.89,0.77,#N/A
2020,8,14,1.134,362.32,15.48,5.79,32.77,12.21,0.72,#N/A
2020,8,14.5,1.1616,515.85,16.58,5.91,32.02,14.06,0.88,#N/A
2020,8,15,1.1629,414.4,16.53,6.08,32.26,13.49,0.86,#N/A
2020,8,15.5,1.1638,335.46,16.46,6.22,33.93,13.29,0.83,#N/A
2020,8,16,1.16254,256.3,16.3,6.36,34.34,12.57,0.81,#N/A
2020,8,16.5,1.15106,169.88,15.7,6.47,36.18,11.16,0.79,#N/A
2020,8,17,1.14036577,116.53,15.14,6.55,38.4,10.22,0.72,#N/A
2020,8,17.5,1.45,26.63,14,6.61,41.64,8.63,0.64,#N/A
2020,8,18,1.09402,2.38,13,6.65,44.41,7.11,0.55,#N/A
2020,8,18.5,1.0744,0,12.1,6.67,45.74,6.03,0.52,#N/A
2020,8,19,1.09,0.01,11.88,6.68,46.35,5.98,0.6,#N/A
2020,8,19.5,1.23,0,11.34,6.69,49.53,5.65,0.62,#N/A
2020,8,20,1.045765,0,10.68,6.68,50.28,4.95,0.52,#N/A
2020,8,20.5,1.0275,0,9.87,6.67,50.83,4.36,0.5,#N/A
2020,8,21,1.02427,0,9.66,6.66,51.41,4.24,0.53,#N/A
2020,8,21.5,1.0279,0,9.72,6.64,50.62,4.26,0.54,#N/A
2020,8,22,1.05966,0.01,10.89,6.63,48.13,4.88,0.6,#N/A
2020,8,22.5,1.12,0.03,11.32,6.63,49.12,5.31,0.77,#N/A
2020,8,23,1.08313,0.01,11.65,6.64,50.55,5.38,0.83,#N/A
2020,8,23.5,1.088592,0,11.78,6.65,53.14,5.18,0.82,#N/A
2020,9,0,1.3,0,11.86,6.68,54.84,4.91,0.86,#N/A
2020,9,0.5,1.41,0,11.96,6.71,57.47,4.68,0.82,#N/A
2020,9,1,1.17,0,11.85,6.74,61.97,4.23,0.76,#N/A
2020,9,1.5,1.34,0,11.96,6.78,65.31,3.5,0.78,#N/A
2020,9,2,1.32,0,12.15,6.83,68.69,3.07,0.76,#N/A
2020,9,2.5,1.28,0.01,12.17,6.88,72.68,2.61,0.74,#N/A
2020,9,3,1.37,0.03,12.13,6.95,75.75,2.1,0.81,#N/A
2020,9,3.5,1.37,0,12.21,7.01,76.91,1.74,0.76,#N/A
2020,9,4,1.12855,0,12.57,7.09,76.81,1.68,0.73,#N/A
2020,9,4.5,1.13383,0,12.69,7.16,78.99,1.63,0.75,#N/A
2020,9,5,1.45,0,12.61,7.25,79.81,1.34,0.78,#N/A
2020,9,5.5,1.17,0,12.76,7.32,80,1.23,0.74,#N/A
2020,9,6,1.144668,0,12.85,7.39,80.5,1.19,0.68,#N/A
2020,9,6.5,1.26,0,12.7,7.47,82.5,0.88,0.63,#N/A
2020,9,7,1.31,0,12.39,7.52,84.2,0.6,0.55,#N/A
2020,9,7.5,1.13115,0.03,12.06,7.57,86,0.34,0.47,#N/A
2020,9,8,1.12845,4.84,11.87,7.59,87.4,0.13,0.43,#N/A
2020,9,8.5,1.13222,39.18,11.93,7.62,87.8,0.1,0.37,#N/A
2020,9,9,1.1373,62.64,12.04,7.64,88.5,0.18,0.39,#N/A
2020,9,9.5,1.15559,180.07,12.66,7.67,83.5,0.62,0.43,#N/A
2020,9,10,1.19073,199,13.94,7.73,81.7,2.7,0.59,#N/A
2020,9,10.5,1.21415,237.41,14.77,7.81,75.75,2.83,0.65,#N/A
2020,9,11,1.2524,333.06,16.2,7.9,71.44,4.37,0.7,#N/A
2020,9,11.5,1.2723,405.34,16.9,8.04,68.24,5.97,0.75,#N/A
2020,9,12,1.3018,482.79,18,8.18,65.02,8.12,0.71,#N/A
2020,9,12.5,1.309,464.22,18.19,8.34,60.66,8.84,0.68,#N/A
2020,9,13,1.331,554.35,18.99,8.48,58.12,10.86,0.68,#N/A
2020,9,13.5,1.3379,511.78,19.17,8.63,55.94,11.64,0.66,#N/A
2020,9,14,1.3463,497.28,19.41,8.78,54.2,11.92,0.59,#N/A
2020,9,14.5,1.3578,466.94,19.78,8.92,54.37,13.18,0.58,#N/A
2020,9,15,1.366,413.04,20.01,9.04,50.42,13.12,0.56,#N/A
2020,9,15.5,1.3734,345.52,20.21,9.15,50.83,13.4,0.53,#N/A
2020,9,16,1.37264,270.83,20.07,9.26,51.03,12.55,0.53,#N/A
2020,9,16.5,1.36577,189.27,19.68,9.35,54.3,11.88,0.44,#N/A
2020,9,17,1.34454,105.21,18.71,9.41,60.99,10.18,0.39,#N/A
2020,9,17.5,1.30254,32.39,16.93,9.44,70.14,6.33,0.3,#N/A
2020,9,18,,2.86,15.16,9.43,76.86,2.58,0.17,#N/A
2020,9,18.5,1.22905,0,13.9,9.4,81.8,0.77,0.14,#N/A
2020,9,19,1.22396,0,13.62,9.37,82,0,0.12,#N/A
2020,9,19.5,1.21801,0,13.31,9.32,85.8,0,0.14,#N/A
2020,9,20,1.207988,0,12.85,9.28,86.7,0,0.17,#N/A
2020,9,20.5,1.20379,0,12.61,9.25,88.2,0,0.2,#N/A
2020,9,21,1.19738,0,12.29,9.2,89.4,0,0.16,#N/A
2020,9,21.5,1.16651,0,11.08,9.17,93.3,0,0.12,#N/A
2020,9,22,1.97,0,10.64,9.11,95.2,0,0.13,#N/A
2020,9,22.5,,0.01,10.41,9.06,96.4,0.48,0.13,#N/A
2020,9,23,1.9,0.03,10.73,9.01,97.6,-9999,0.2,#N/A
2020,9,23.5,,0.03,12.02,8.98,97.5,-9999,0.27,#N/A
2020,10,0,,0.02,12.59,8.98,97.5,4.65,0.36,#N/A
2020,10,0.5,,0.02,12.58,9,97,-9999,0.42,#N/A
2020,10,1,7.01,0.02,12.78,9.03,96.4,3.92,0.39,#N/A
2020,10,1.5,5.25,0.02,12.63,9.06,96.8,2.31,0.42,#N/A
2020,10,2,4.68,0.02,12.38,9.08,97.2,2.44,0.39,#N/A
2020,10,2.5,,0.02,12.1,9.11,97.5,7.7,0.39,#N/A
2020,10,3,3.42,0.02,12.12,9.11,98.2,-9999,0.37,#N/A
2020,10,3.5,,0.03,13.08,9.13,98.4,9.56,0.42,#N/A
2020,10,4,6.36,0.02,13.76,9.16,98.5,-9999,0.38,#N/A
2020,10,4.5,2.34,0.02,13.98,9.21,98.5,0,0.35,#N/A
2020,10,5,,0.02,14.51,9.26,98.3,-9999,0.37,#N/A
2020,10,5.5,,0.01,14.98,9.3,97.4,-9999,0.28,#N/A
2020,10,6,9.63,0.01,14.93,9.35,97.3,-9999,0.23,#N/A
2020,10,6.5,,0.02,14.84,9.39,97.5,0.4,0.19,#N/A
2020,10,7,,0.01,15.48,9.42,96.6,0.63,0.28,#N/A
2020,10,7.5,1.33,0.07,15.45,9.46,96.8,0,0.29,#N/A
2020,10,8,2.15,4.68,15.49,9.49,96.1,0,0.37,#N/A
2020,10,8.5,2.25,24.14,15.33,9.54,96.7,0,0.38,#N/A
2020,10,9,,48.41,15.51,9.59,95.2,0,0.37,#N/A
2020,10,9.5,,113.54,16.14,9.63,93.3,2.14,0.39,#N/A
2020,10,10,2.31,129.57,16.88,9.69,90.9,0.79,0.46,#N/A
2020,10,10.5,,274.5,17.73,9.77,90.1,2.13,0.53,#N/A
2020,10,11,1.68,310.05,18.28,9.88,84.4,2.59,0.6,#N/A
2020,10,11.5,1.83,234.92,18.22,10.02,85.3,2.89,0.63,#N/A
2020,10,12,1.78,301.95,19.19,10.15,75.18,3.85,0.61,#N/A
2020,10,12.5,1.3795,515.85,20.72,10.27,70.67,8.4,0.69,#N/A
2020,10,13,1.3938,496.83,21.45,10.44,61.74,9.86,0.72,#N/A
2020,10,13.5,1.38,232.07,20.99,10.6,67.16,10.55,0.59,#N/A
2020,10,14,,160.37,16.14,10.68,94.6,-9999,0.97,#N/A
2020,10,14.5,,260.19,8.88,10.63,95.5,-9999,0.59,#N/A
2020,10,15,,81.43,7.38,10.67,95.5,2.7,0.64,#N/A
2020,10,15.5,0.9789,35.73,5.87,10.63,95.5,0.12,0.66,#N/A
2020,10,16,0.97,20.31,4.76,10.55,95.1,0,0.57,#N/A
2020,10,16.5,0.911892,34.66,3.64,10.43,93.8,0,0.72,#N/A
2020,10,17,0.93,26.21,2.98,10.31,94,0,0.78,#N/A
2020,10,17.5,,12.93,2.18,10.16,92.8,0,0.81,#N/A
2020,10,18,,0.59,1.49,10,92.9,0,0.82,#N/A
2020,10,18.5,,0.04,1.05,9.83,92.6,0,0.83,#N/A
2020,10,19,2.28,0.05,0.79,9.67,91,0,0.95,#N/A
2020,10,19.5,1.22,0.05,0.52,9.51,90.4,0,0.82,#N/A
2020,10,20,1.6,0.02,0.24,9.34,88.9,0,0.82,#N/A
2020,10,20.5,0.88,0.01,-0.08,9.18,89.8,0,0.9,#N/A
2020,10,21,,0.01,-0.28,9.03,89.2,-9999,-9999,#N/A
2020,10,21.5,,0,-0.74,8.88,88.9,-9999,-9999,#N/A
2020,10,22,,0,-1.07,8.74,86.9,-9999,-9999,#N/A
2020,10,22.5,,0,-1.44,8.59,86.2,-9999,-9999,#N/A
2020,10,23,,0,-1.77,8.46,85.2,-9999,-9999,#N/A
2020,10,23.5,,0,-1.97,8.33,86.2,-9999,-9999,#N/A
2020,11,0,,0,-2.46,8.21,89,-9999,-9999,#N/A
2020,11,0.5,,0,-2.94,8.08,87.6,-9999,-9999,#N/A
2020,11,1,,0,-3.42,7.97,83.6,-9999,-9999,#N/A
2020,11,1.5,,0,-3.53,7.85,83.5,-9999,-9999,#N/A
2020,11,2,,-9999,-3.75,-9999,82.9,-9999,-9999,#N/A
2020,11,2.5,,-9999,-4.13,-9999,82.5,-9999,-9999,#N/A
2020,11,3,,-9999,-4.58,-9999,84.6,-9999,-9999,#N/A
2020,11,3.5,,-9999,-4.84,-9999,83.3,-9999,-9999,#N/A
2020,11,4,,-9999,-4.86,-9999,83.1,-9999,-9999,#N/A
2020,11,4.5,,-9999,-5.19,-9999,82.4,-9999,-9999,#N/A
2020,11,5,,-9999,-5.33,-9999,83.9,-9999,-9999,#N/A
2020,11,5.5,,-9999,-5.43,-9999,86.7,-9999,-9999,#N/A
2020,11,6,,-9999,-5.42,-9999,84.1,-9999,-9999,#N/A
2020,11,6.5,,-9999,-5.32,-9999,79.79,-9999,-9999,#N/A
2020,11,7,,-9999,-5.26,-9999,77.38,-9999,-9999,#N/A
2020,11,7.5,,-9999,-5.48,-9999,76.73,-9999,-9999,#N/A
2020,11,8,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2020,11,8.5,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2020,11,9,,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
2020,11,9.5,,172.19,-5.58,6.21,72.8,-9999,-9999,#N/A
2020,11,10,0.59411,134.51,-5.5,6.16,74.03,0.27,0.66,#N/A
2020,11,10.5,0.60327,204.8,-5.12,6.1,71.6,0.24,0.54,#N/A
2020,11,11,0.62565,287.77,-4.26,6.06,66.03,0.69,0.51,#N/A
2020,11,11.5,0.653,417.57,-3.21,6.06,62.26,1.73,0.45,#N/A
2020,11,12,0.6872,519.47,-1.9,6.07,57.68,2.8,0.46,#N/A
2020,11,12.5,0.7054,541.67,-1.17,6.1,56.14,3.35,0.48,#N/A
2020,11,13,0.7279,547.55,-0.27,6.12,54.91,3.83,0.44,#N/A
2020,11,13.5,0.7501,538.95,0.63,6.17,54.16,4.03,0.41,#N/A
2020,11,14,0.7607,514.49,1.1,6.23,52.99,4.56,0.37,#N/A
2020,11,14.5,0.7728,476,1.63,6.28,51.28,4.8,0.33,#N/A
2020,11,15,0.776,423.91,1.82,6.33,47.87,5.2,0.33,#N/A
2020,11,15.5,0.7824,359.06,2.14,6.37,47.15,5.3,0.28,#N/A
2020,11,16,0.7839,283.51,2.27,6.41,48.79,4.84,0.24,#N/A
2020,11,16.5,0.7823,201.99,2.28,6.43,48.86,5.43,0.18,#N/A
2020,11,17,0.7837,119.02,2.41,6.43,47.56,5.66,0.13,#N/A
2020,11,17.5,0.76149,42.35,1.62,6.42,53.47,5.78,0.06,#N/A
2020,11,18,,4.46,0.59,6.33,56.28,1.22,0.06,#N/A
2020,11,18.5,0.70599,0.02,-0.38,6.2,58.74,0,0.07,#N/A
2020,11,19,0.6747,0,-1.51,6.06,65.14,0,0.12,#N/A
2020,11,19.5,0.66026,0,-2,5.91,70.88,0,0.1,#N/A
2020,11,20,1.01765,0,-2.64,5.76,75.26,0,0.04,#N/A
2020,11,20.5,0.72109,0,-3.29,5.62,76.69,0,0.03,#N/A
2020,11,21,0.66903,0,-3.31,5.5,76.39,0,0.05,#N/A
2020,11,21.5,4.13,0,-3.66,5.41,78.57,0,0.13,#N/A
2020,11,22,0.6006,0,-3.98,5.32,80.2,0,0.14,#N/A
2020,11,22.5,0.6272317,0,-2.9,5.24,76.28,0,0.22,#N/A
2020,11,23,,0,-2.55,5.21,77.34,-9999,-9999,#N/A
2020,11,23.5,,0,-2.67,5.18,78.76,-9999,-9999,#N/A
2020,12,0,,0,-2.63,5.17,78.97,-9999,-9999,#N/A
2020,12,0.5,,0,-2.55,5.17,79.48,-9999,-9999,#N/A
2020,12,1,,0,-2.41,5.16,81.4,-9999,-9999,#N/A
2020,12,1.5,,0,-2.28,5.15,83.4,-9999,-9999,#N/A
2020,12,2,,0,-2.51,5.14,84.4,-9999,-9999,#N/A
2020,12,2.5,,0,-2.26,5.12,86.2,-9999,-9999,#N/A
2020,12,3,,0,-2.55,5.1,87.2,-9999,-9999,#N/A
2020,12,3.5,,0,-2.62,5.09,87.9,-9999,-9999,#N/A
2020,12,4,,0,-1.98,5.07,88.1,-9999,-9999,#N/A
2020,12,4.5,,0,-1.62,5.06,87.9,-9999,-9999,#N/A
2020,12,5,,0,-1.44,5.03,88.5,-9999,-9999,#N/A
2020,12,5.5,,0,-1.45,5,89.4,-9999,-9999,#N/A
2020,12,6,,0,-1.46,4.96,90,-9999,-9999,#N/A
2020,12,6.5,,-9999,-1.47,-9999,91,-9999,-9999,#N/A
2020,12,7,,-9999,-1.55,-9999,92.1,-9999,-9999,#N/A
2020,12,7.5,,-9999,-1.48,-9999,92.3,-9999,-9999,#N/A
2020,12,8,,-9999,-1.22,-9999,92.2,-9999,-9999,#N/A
2020,12,8.5,,70.97,-0.85,4.76,92.1,-9999,-9999,#N/A
2020,12,9,,126.95,0.08,4.74,88.2,0,0.78,#N/A
2020,12,9.5,0.69927,208.06,1.49,4.72,82.6,0.22,0.84,#N/A
2020,12,10,0.74321,289.09,3.43,4.71,77.1,1,0.95,#N/A
2020,12,10.5,0.7739,362.32,4.84,4.73,71.97,1.81,0.89,#N/A
2020,12,11,0.8097,425.72,6.5,4.8,66.94,2.42,0.89,#N/A
2020,12,11.5,0.8429,478.26,8.08,4.9,62.71,4.09,0.86,#N/A
2020,12,12,0.8574,514.49,8.84,5,58.3,4.6,0.9,#N/A
2020,12,12.5,0.8782,537.59,9.9,5.12,53.89,5.99,0.76,#N/A
2020,12,13,0.8949,545.29,10.79,5.25,51.09,6.97,0.74,#N/A
2020,12,13.5,0.9063,538.04,11.44,5.4,49.73,7.44,0.79,#N/A
2020,12,14,0.9177,514.49,12.1,5.54,47.54,8.16,0.71,#N/A
2020,12,14.5,0.9426,476,13.42,5.68,41.26,9.45,0.59,#N/A
2020,12,15,0.9561,424.37,14.21,5.81,37.03,11.6,0.51,#N/A
2020,12,15.5,0.958,359.15,14.43,5.94,35.81,11.95,0.5,#N/A
2020,12,16,0.95862,284.51,14.59,6.07,34.92,12.11,0.41,#N/A
2020,12,16.5,0.9538,202.85,14.48,6.18,36.04,11.94,0.37,#N/A
2020,12,17,0.94136,120.38,13.99,6.27,38.43,11.24,0.25,#N/A
2020,12,17.5,,43.57,12.46,6.33,42.09,8.17,0.13,#N/A
2020,12,18,0.6,4.75,10.65,6.33,48.6,3.96,0.04,#N/A
2020,12,18.5,0.83846,0.05,9.35,6.27,48.27,1.27,0.12,#N/A
2020,12,19,0.48,0,7.95,6.2,57.28,1.16,0.05,#N/A
2020,12,19.5,,0,5.96,6.08,58.73,0.69,0.07,#N/A
2020,12,20,1.78,0,4.91,6,58.63,0.47,0.07,#N/A
2020,12,20.5,0.84,0,5.94,5.91,57.95,0.1,0.11,#N/A
2020,12,21,1.66,0,5.29,5.81,58.12,0.24,0.07,#N/A
2020,12,21.5,,0,4.76,5.7,66.69,0.4,0.11,#N/A
2020,12,22,0.7014192,0,3.67,5.63,69.93,0.59,0.11,#N/A
2020,12,22.5,0.93,0,3.55,5.54,76.93,0,0.03,#N/A
2020,12,23,0.682,0.02,2.96,5.48,85.9,0,0.1,#N/A
2020,12,23.5,0.67961,0.04,2.94,5.43,90.1,0,0.1,#N/A
2020,13,0,0.94,0.06,2.88,5.39,91.4,0,0.22,#N/A
2020,13,0.5,0.66749,0.06,2.56,5.38,92.1,0,0.27,#N/A
2020,13,1,0.92,0.03,2.2,5.38,94.1,0,0.26,#N/A
2020,13,1.5,0.6537,0,2.1,5.39,94.4,0,0.33,#N/A
2020,13,2,0.6542,0,2.21,5.41,94.8,0,0.36,#N/A
2020,13,2.5,0.99,0,2.15,5.43,95.5,0,0.39,#N/A
2020,13,3,0.7,-9999,2.05,-9999,95,0,0.45,#N/A
2020,13,3.5,0.93,-9999,1.71,-9999,95.7,0,0.44,#N/A
2020,13,4,0.71,-9999,1.5,-9999,96.2,0,0.5,#N/A
